Swap ID,Installation ID,Former Transmitter ID,New Transmitter ID,New Transmitter Mac address,New Transmitter Type,New Transmitter data Status,Status,User,Date Time
S571583b8,WMB22BE00002706411c7d05f1724f529f81122Gearbox Inboard Horizontal - 0270,WMB22BE0000270,WMB22BE0000270,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:17:36
Sd9dfe3ed,WMB22BE00031556411c7d05f1724f529f810f3Motor Inboard Vertical - 3155,WMB22BE0003155,WMB22BE0003155,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:26:33
S56380a9f,WMB22BE00031856411c7d05f1724f529f810f3Gearbox Outboard Vertical - 3185,WMB22BE0003185,WMB22BE0003185,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:31:11
S998f8772,WMB22BE00016096411c7d05f1724f529f810f3Gearbox Outboard Vertical - 1609,WMB22BE0001609,WMB22BE0001609,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:32:39
S0fe16d8f,I16d946c1,WMB22BE0001666,WMB22BE0001666,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:40:21
Sdc5be052,WMB22BE00031076411c7d05f1724f529f8111bGearbox Inboard Horizontal - 3107,WMB22BE0003107,WMB22BE0003107,,,,To do,norman.mcdonald@icareweb.com,2023-09-25 11:41:58
Se7d52ca7,Iddbb7d30,WMB22BE0000640,WMB22BE0000640,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:51:19
S8a5918a8,WMB22BE00028096411c7d05f1724f529f810e6Motor Inboard Vertical - 2809,WMB22BE0002809,WMB22BE0002809,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:53:08
Saa572a97,WMB22BE00005946411c7d05f1724f529f810e6Gearbox Outboard Vertical - 0594,WMB22BE0000594,WMB22BE0000594,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:55:24
S306d39e1,WMB22BE00014396411c7d05f1724f529f810e6Gearbox Outboard Vertical - 1439,WMB22BE0001439,WMB22BE0001439,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 11:58:17
S7acf1223,Ic1490ad0,WMB22BE0000429,WMB22BE0000429,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 12:59:36
Se9533545,WMB22BE00028056411c7d05f1724f529f81129Gearbox Inboard Horizontal - 2805,WMB22BE0002415,WMB22BE0002415,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 13:01:15
S3fd0dc9b,I3eefe898,WMB22BE0001677,WMB22BE0001677,,,,To do,norman.mcdonald@icareweb.com,2023-09-25 13:05:50
Sed236f31,WMB22BE00002586411c7d05f1724f529f81137Gearbox Inboard Horizontal - 0258*,WMB22BE0000258,WMB22BE0000258,,,,Done,norman.mcdonald@icareweb.com,2023-09-25 13:07:47
,,,,,,,,,
Se1970966,WMB22BE00013086411dcd43f29402361657418Motor Inboard Horizontal - 1308*,WMB22BE0001308,WMB22BE0001308,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:23:25
S65b77827,WMB22BE00015296411dcd43f29402361657418Motor Outboard Horizontal - 1529*,,,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:26:09
Sc35f5975,WMB22BE00000176411dcd43f29402361657418Pump West Outboard Horizontal - 0017,WMB22BE0000017,WMB22BE0000017,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:32:05
Scbd2b8ef,WMB22BE00016206411dcd43f29402361657418Pump East Inboard Horizontal - 1620*,WMB22BE0001620,WMB22BE0001620,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:34:38
Sddfb8ccd,WMB22BE00016166411dcd43f29402361657418Pump East Outboard Vertical - 1616*,WMB22BE0001616,WMB22BE0001616,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:36:41
Sfaf71807,WMB22BE00027946411dcd43f2940236165740eMotor Outboard Vertical - 2794*,WMB22BE0002794,WMB22BE0002794,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:43:35
Sbda818d8,WMB22BE00095246411dcd43f2940236165740eMotor Inboard Vertical - 9524,WMB23BE0009524,WMB23BE0009524,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:45:10
S91e1e6a4,WMB22BE00021796411dcd43f2940236165740ePump Inboard Vertical - 2179*,WMB22BE0002179,WMB22BE0002179,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:47:53
S504b3af3,WMB22BE00018796411dcd43f29402361657401Motor Outboard Vertical - 1879*,WMB22BE0001879,WMB22BE0001879,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:53:36
S619c7c05,WMB22BE00012266411dcd43f29402361657401Motor Inboard Vertical - 1226*,WMB22BE0001226,WMB22BE0001226,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:55:44
Sccf3f0ad,WMB22BE00014046411dcd43f29402361657401Pump Inboard Vertical - 1404*,WMB22BE0001404,WMB22BE0001404,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 07:57:38
S51c8c115,WMB22BE00012536411dcd43f29402361657401Pump Outboard Horizontal - 1253*,WMB22BE0001253,WMB22BE0001253,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 08:05:41
Sadd2b04b,WMB22BE00095216411dcd43f2940236165740ePump Outboard Horizontal - 9521,WMB23BE0009521,WMB23BE0009521,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 08:10:08
S29065a6b,WMB22BE00013976411dcd43f29402361657358Motor Outboard Horizontal - 1397*,WMB22BE0001397,WMB23BE0009579,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 13:27:12
S6df3fe2c,WMB22BE00092556411dcd43f29402361657369Motor Inboard Triax - 9255,WMB23BE0009255,WMB23BE0009601,,,,Done,norman.mcdonald@icareweb.com,2023-09-26 13:42:01
S87624528,WMB22BE00012926411f4935f1724f529f812ecPump Inboard Horizontal - 1292,WMB22BE0001292,WMB23BE0009567,,,,Done,norman.mcdonald@icareweb.com,2023-09-27 07:27:39
S6dbdde7b,WMB22BE00032546411f4935f1724f529f81290Motor Outboard Vertical - 3254,WMB22BE0003254,WMB22BE0001756,,,,Done,norman.mcdonald@icareweb.com,2023-09-27 10:08:35
S0df70a16,WMB22BE00027086410d49a666b60a53e65766dMotor Inboard Vertical - 2708*,WMB22BE0002708,WMB23BE0010052,,,,Done,adam.butler@icareweb.com,2024-01-27 15:26:27
Sc3d1e56f,WMB22BE00033726410d49a666b60a53e6576e4Pump Inboard Horizontal - 3372,WMB22BE0003372,WMB23BE0010023,,,,Done,adam.butler@icareweb.com,2024-01-27 15:36:43
S69c30b06,I17c1506e,,,,,,To do,quentin.ostyn@icareweb.com,2024-02-12 09:40:01
S57e85d79,Ifc2c245f,WMB23BE0008908,WMB23BE0005311,,,,Done,norman.mcdonald@icareweb.com,2024-02-21 07:49:46
S7ef92f2e,I963f8af1,WMB22BE0004029,WMB22BE0004278,,,,Done,norman.mcdonald@icareweb.com,2024-02-21 07:51:03
S196427c8,I770f6d8e,WMB22BE0004139,WMB23BE0008908,,,,Done,norman.mcdonald@icareweb.com,2024-02-21 07:53:19
S90e5555f,Ia5a69fc4,WMBE0003257,WMBE0005745,,,,Done,joris.solbreux@icareweb.com,2024-03-14 13:57:08
S1ca96b32,I67380c75,WMBE0003059,WMBE0005740,,,,Done,joris.solbreux@icareweb.com,2024-03-14 14:05:14
Scfc140f9,Ia86aa52c,WMBE0003087,WMBE0005733,,,,Done,joris.solbreux@icareweb.com,2024-03-14 14:07:53
Se56283bb,I730e74a6,WMBE0003242,WMBE0005739,,,,Done,joris.solbreux@icareweb.com,2024-03-14 14:11:58
S1f17071e,Id658e790,WMBE0003140,WMBE0005734,,,,To do,joris.solbreux@icareweb.com,2024-03-14 14:54:48
S2ff5c949,Idc10db9c,WMBE0000259,WMBE0005732,,,,Done,joris.solbreux@icareweb.com,2024-03-14 15:16:42
S4aa30464,I5ca4a8b8,WMBE0000770,WMBE0005746,,,,To do,joris.solbreux@icareweb.com,2024-03-14 15:26:45
S2667e73c,I59bf9a39,,WMBE0004826,,,,To do,ewoud.stiers@icareweb.com,2024-04-02 15:25:13
Sc6562072,Icdddbc30,,WMBE0004822,,,,To do,ewoud.stiers@icareweb.com,2024-04-02 15:27:51
S5b64fc5c,If1e63cbb,WMBE0001165,WMBE0000679,,,,Done,zach.westmoreland@icareweb.com,2024-04-03 09:03:52
S05dde99f,I6f442adc,WMBE0001134,WMBE0000742,,,,Done,zach.westmoreland@icareweb.com,2024-04-03 09:24:20
S129dfcf3,I570cbb0a,WMBE0002301,WMBE0001144,,,,Done,zach.westmoreland@icareweb.com,2024-04-03 09:21:48
S0c1e4dda,I11c39ea5,WMBE0000800,WMBE0001150,,,,Done,zach.westmoreland@icareweb.com,2024-04-03 09:25:04
Sf4f08863,Ib3a0f766,WMBE0001183,WMBE0000783,,,,Done,zach.westmoreland@icareweb.com,2024-04-03 09:26:43
S2a02daa3,I1b273f4d,WMBE0001159,WMBE0000415,,,,Done,zach.westmoreland@icareweb.com,2024-04-03 09:41:34
S9391377c,Ia1868f25,WMBE0002986,WMBE0005749,,,,Done,joris.solbreux@icareweb.com,2024-04-18 15:06:30
S315e0d42,Iea9aa779,WMBE0002642,WMBE0005731,,,,Done,joris.solbreux@icareweb.com,2024-04-19 10:21:07
S5c494685,Ibd0a79d6,WMBE0002643,WMBE0005738,,,,Done,joris.solbreux@icareweb.com,2024-04-19 10:23:11
Sd7424782,I9d531622,WMBE0003063,WMBE0005743,,,,Done,joris.solbreux@icareweb.com,2024-04-19 11:00:55
S4594791b,I8bd57d14,WMBE0000202,WMBE0005751,,,,Done,joris.solbreux@icareweb.com,2024-04-19 11:04:19
S4682019c,Iea9aa779,WMBE0002642,WMBE0005731,,,,Done,joris.solbreux@icareweb.com,2024-04-18 17:03:45
Sb6168130,Ibd0a79d6,WMBE0002643,WMBE0005738,,,,Done,joris.solbreux@icareweb.com,2024-04-18 17:10:29
S51b28111,I9d531622,WMBE0003063,WMBE0005743,,,,Done,joris.solbreux@icareweb.com,2024-04-18 17:54:58
S2dba9ccc,Ibc1a7327,WMBE0001510,WMBE0011597,,,,Done,joris.solbreux@icareweb.com,2024-06-12 11:32:52
S2222819a,Id658e790,WMBE0005734,WMBE0011602,,,,Done,joris.solbreux@icareweb.com,2024-06-12 11:34:49
Sa066d38f,I6f75a841,WMBE0011175,WMBE0014770,,,,Done,daan.dewever@icareweb.com,2024-07-01 12:36:25
Scea4d2a4,Ib098751a,WMBE0011159,WMBE0014776,,,,Done,daan.dewever@icareweb.com,2024-07-01 12:45:21
S0e90663f,Ic77c3257,WMBE0011165,WMBE0014782,,,,Done,daan.dewever@icareweb.com,2024-07-01 12:47:31
S8960ded7,I95fd8b19,WMBE0011463,WMBE0014767,,,,Done,daan.dewever@icareweb.com,2024-07-01 12:59:31
S4232bd3e,I51c94b83,WMBE0011459,WMBE0014773,,,,Done,daan.dewever@icareweb.com,2024-07-01 13:05:32
S8c7a7d76,I97b7c343,WMBE0011452,WMBE0014779,,,,Done,daan.dewever@icareweb.com,2024-07-01 13:11:21
S074ffcc7,I7f67d824,WMBE0011446,WMBE0014785,,,,Done,daan.dewever@icareweb.com,2024-07-01 13:14:24
S67f81280,I85a4ca08,WMBE0011451,WMBE0014786,,,,Done,daan.dewever@icareweb.com,2024-07-01 13:19:30
S322dc9ee,I6ead6d4f,WMBE0007673,WMBE0014780,,,,Done,daan.dewever@icareweb.com,2024-07-01 13:21:58
Sbc9dc946,I4978cb64,WMBE0011179,WMBE0014768,,,,Done,daan.dewever@icareweb.com,2024-07-01 13:48:37
S91a2c63e,Idd62ed68,WMBE0011818,WMBE0014774,,,,Done,daan.dewever@icareweb.com,2024-07-01 13:50:59
Sce06c3a8,If5941932,WMBE0011177,WMBE0014781,,,,Done,daan.dewever@icareweb.com,2024-07-01 14:01:48
S04978d17,I637aaeed,WMBE0011813,WMBE0014775,,,,Done,daan.dewever@icareweb.com,2024-07-01 14:31:17
Saa891a1e,I0af55de9,WMBE0011156,WMBE0014764,,,,Done,daan.dewever@icareweb.com,2024-07-01 14:32:50
Sb52e0828,Iffd5652b,WMBE0004031,WMBE0014339,,,,Done,daan.dewever@icareweb.com,2024-07-01 14:59:19
Se9754b31,Ic639d349,WMBE0011815,WMBE0014340,,,,Done,daan.dewever@icareweb.com,2024-07-01 15:08:06
S26851868,Iff31efd6,WMBE0011496,WMBE0014343,,,,Done,daan.dewever@icareweb.com,2024-07-01 15:23:42
S157c5ba1,I84851c7e,WMBE0011487,WMBE0014349,,,,Done,daan.dewever@icareweb.com,2024-07-01 15:27:39
S2fa82a55,I8b3bd952,WMBE0011498,WMBE0014336,,,,Done,daan.dewever@icareweb.com,2024-07-01 15:32:52
S9937e57b,Ia3535069,WMBE0011476,WMBE0014338,,,,Done,daan.dewever@icareweb.com,2024-07-01 15:35:26
Sb4276f01,I7b5dde13,WMBE0011493,WMBE0014331,,,,Done,daan.dewever@icareweb.com,2024-07-01 16:10:48
S41cb7d50,I32c02429,WMBE0011423,WMBE0014344,,,,Done,daan.dewever@icareweb.com,2024-07-01 16:19:35
S9ba6a3b4,I6b0c0cda,WMBE0021370,WMBE0021439,E12602E33395,WM50033114100,Found in BigQuery PR01 & The Brain,To do,joris.solbreux@icareweb.com,2024-07-17 13:47:49
Scf5af34b,I60d20191,WMBE0021391,WMBE0021435,E12602E32D8C,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-17 13:56:42
S24ef4e04,Ib6a7b4c0,WMBE0009250,WMBE0008365,E12602D3A77A,WM50033114100,Found in BigQuery PR01 & The Brain,Done,germain.moniquet@icareweb.com,2024-07-18 09:37:03
Sdf185291,I01b98b6f,WMBE0009260,WMBE0008358,E12602E35EA2,WM50033114100,Found in BigQuery PR01 & The Brain,Done,germain.moniquet@icareweb.com,2024-07-18 10:00:37
S00b36a14,I83a737a0,WMBE0002930,WMBE0005744,E1270093B84F,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 10:55:51
S569f6bb3,I3f6bf6d0,WMBE0001406,WMBE0011603,E12602B98F91,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 11:32:00
S135c19fa,I5179d4ff,WMBE0003056,WMBE0005737,E12602B07EC7,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 11:32:43
S1b4fd858,I57cf0c9f,WMBE0001518,WMBE0011614,E12602B985D2,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 12:26:33
Sa93a1466,If723fccf,WMBE0003066,WMBE0011608,E127009375A0,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 12:27:55
S8d1aae43,Id66f5317,WMBE0003100,WMBE0011616,E12700937598,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 12:34:08
S3a9044ae,I0d47da08,WMBE0003658,WMBE0011596,E12700937787,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 12:58:02
S76cb9089,I5cbc1228,WMBE0003044,WMBE0022090,E12602F96D7B,WM50033114106,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 13:21:03
Sfc26d536,I32dc9761,WMBE0002602,WMBE0022064,E12602F9721D,WM50033114106,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 13:23:02
Sd496552a,I4f846903,WMBE0003022,WMBE0011609,E1270093755B,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 14:10:55
Sa13e4ee9,I945224a4,WMBE0003828,WMBE0021934,E12602F91BA2,WM50033114106,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 15:00:39
S989efd53,I35789015,WMBE0003339,WMBE0011615,E12700938899,WM50033114100,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 15:44:04
S9648279c,I2d62233a,WMBE0001188,WMBE0021941,E12602F975BE,WM50033114106,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 15:44:49
Sc00e9e32,I7b08bfb1,WMBE0001386,WMBE0021972,E12602F96D26,WM50033114106,Found in BigQuery PR01 & The Brain,Done,joris.solbreux@icareweb.com,2024-07-24 15:45:32
Sdeb000c5,Idbe826a9,WM21BE551507581,WM21BE551507591,00158d0005736683,WM702121121,Found in BigQuery PR01 & The Brain,Done,wojciech.zdzienicki@icareweb.com,2024-07-29 12:33:27
S8ab1e32c,If6548922,WM21BE551507587,WM21BE551507511,00158d000573663f,WM702121121,Found in BigQuery PR01 & The Brain,Done,wojciech.zdzienicki@icareweb.com,2024-07-29 12:36:39
Scedc3a5f,I8e7820fe,WM21BE551507587,WM21BE551507511,,,,Done,wojciech.zdzienicki@icareweb.com,2024-07-29 12:38:19
S672c041b,I8e5f308e,WMB23BE0009311,WMBE0001149,E126017CC984,WM50033114100,Found in BigQuery PR01 & The Brain,Done,wojciech.zdzienicki@icareweb.com,2024-08-05 11:42:29
,,,,,,,,,
,,,,,,,,,
S68cf4f5c,Ied09b950,WMBE0007967,WMBE0022727,E126035839A8,WM51033114102,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 08:58:04
S20b70893,I427d6ee5,WMBE0007974,WMBE0022731,E1260358498D,WM51033114102,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 09:05:46
Se80a85e0,I84b240e8,WMBE0007890,WMBE0012937,E12602B98E66,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 09:10:37
S171d59a0,Ibca6ab6d,WMBE0007954,WMBE0012943,E12602B98CB9,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 09:17:13
Sbfec301c,I2fb142d9,WMBE0007972,WMBE0012936,E12602E3BAE2,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 09:21:55
Sc98f51a3,I6af8dd79,WMBE0007990,WMBE0012935,E12602B989B7,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 09:53:28
S3537a5e1,I47a8afd5,WMBE0007988,WMBE0012942,E12602B989B3,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 10:15:52
S85ebdb8c,I9700c8aa,WMBE0007999,WMBE0012949,E12602E3C401,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 10:21:44
S277904f0,I21d65794,WMBE0007946,WMBE0012955,E12602B98A1E,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 10:40:04
S1f6f6654,Ifd6da838,WMBE0007958,WMBE0022546,E126035842F8,WM51033114102,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 10:56:14
Sf2c74cdd,I74c0ff59,WMBE0007862,WMBE0022756,E126035848DE,WM51033114102,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 15:04:37
Sa1a1feb0,Ice7a2f97,WMBE0007855,WMBE0022740,E1260358490D,WM51033114102,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 15:14:15
S715fc692,Iaa774396,WMBE0007856,WMBE0022558,E12603583AE9,WM51033114102,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 15:17:52
S1522b685,I57301746,WMBE0007728,WMBE0012941,E12602E3C00E,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 15:26:11
S18b38fbf,Ieb4f944f,WMBE0007735,WMBE0012948,E12602B98E44,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 15:28:17
Se5980791,I000fea79,WMBE0007881,WMBE0012950,E12602B98D20,WM50033114100,Found in BigQuery PR01 & The Brain,Done,daan.dewever@icareweb.com,2024-08-07 15:35:04
S12d56215,If2ddb24e,WM21US571009442,WM21US571009163,00158d0007138534,WM702121121,Found in BigQuery PR01 & The Brain,Done,wojciech.zdzienicki@icareweb.com,2024-08-08 13:35:14
Sa792df5c,Ib2eeb069,WM21BE551507880,WM21US571009508,,,,Done,wojciech.zdzienicki@icareweb.com,2024-08-08 13:49:48
S976e2bf7,,WMBE0019897,WMBE0019277,E12601FD902A,WM50033114100,Found in BigQuery PR01 & The Brain,To do,william.gundy@icareweb.com,2024-08-22 12:32:50
Scc21b95a,,WMBE0018793,WMBE0020360,E12602F224A2,WM50033114100,Found in BigQuery PR01 & The Brain,To do,william.gundy@icareweb.com,2024-08-22 13:14:37
S05e8226d,Iae3f8522,WMBE0006239,WMBE0019286,E12602F1FAB8,WM50033114100,Found in BigQuery PR01 & The Brain,To do,william.gundy@icareweb.com,2024-08-22 14:50:05
S54e9a864,I515a1800,WMBE0018606,WMBE0019281,E12602F1FB99,WM50033114100,Found in BigQuery PR01 & The Brain,To do,william.gundy@icareweb.com,2024-08-22 15:05:57
